 Date & UTC Time,Sea Level,Water Temperature,Air Temperature,Barometric Pressure,Residuals,Adjusted Residuals,Wind Direction,Wind Gust,Wind Speed,Vanuatu
01-Jan-2018 00:00, 0.668,  28.6,  30.0, 1010.0, 0.016,-0.013,   80,   6.8,   3.6
01-Jan-2018 01:00, 0.765,  28.7,  30.0, 1009.5, 0.007,-0.025,   74,   7.0,   3.0
01-Jan-2018 02:00, 0.980,  29.0,  31.0, 1009.0, 0.019,-0.019,  276,   6.4,   2.6
01-Jan-2018 03:00, 1.243,  29.0,  30.8, 1008.5, 0.032,-0.011,   79,   4.0,   1.6
01-Jan-2018 04:00, 1.470,  28.9,  29.1, 1008.1, 0.036,-0.012,   76,   5.7,   3.6
01-Jan-2018 05:00, 1.602,  29.0,  28.8, 1008.2, 0.030,-0.021,   76,   6.3,   3.2
01-Jan-2018 06:00, 1.610,  28.9,  28.2, 1008.5, 0.024,-0.026,   75,   6.6,   2.9
01-Jan-2018 07:00, 1.484,  28.2,  27.7, 1009.1, 0.019,-0.027,   85,   5.9,   2.6
01-Jan-2018 08:00, 1.242,  28.5,  26.6, 1009.6, 0.020,-0.021,  159,   3.3,   0.6
01-Jan-2018 09:00, 0.931,  28.5,  26.1, 1010.0, 0.029,-0.007,  122,   2.2,   0.4
01-Jan-2018 10:00, 0.617,  28.6,  25.8, 1010.5, 0.044, 0.012,  149,   2.3,   0.8
01-Jan-2018 11:00, 0.346,  28.6,  25.3, 1010.6, 0.044, 0.017,  174,   2.6,   0.4
01-Jan-2018 12:00, 0.176,  28.6,  25.4, 1010.3, 0.032, 0.005,  117,   1.4,   0.4
01-Jan-2018 13:00, 0.158,  28.5,  25.1, 1010.0, 0.023,-0.006,  145,   2.0,   0.7
01-Jan-2018 14:00, 0.298,  28.5,  24.7, 1009.2, 0.022,-0.011,  193,   2.0,   0.2
01-Jan-2018 15:00, 0.571,  28.4,  24.0, 1008.7, 0.038,-0.002,  191,   1.9,   0.5
01-Jan-2018 16:00, 0.887,  28.4,  23.8, 1008.5, 0.047, 0.001,  183,   1.1,   0.4
01-Jan-2018 17:00, 1.163,  28.3,  23.6, 1008.7, 0.038,-0.009,  188,   1.3,   0.4
01-Jan-2018 18:00, 1.360,  28.3,  23.6, 1009.0, 0.033,-0.013,  183,   1.3,   0.4
01-Jan-2018 19:00, 1.433,  28.2,  24.0, 1009.8, 0.028,-0.013,  190,   1.1,   0.2
01-Jan-2018 20:00, 1.379,  28.2,  27.7, 1010.0, 0.031,-0.003,  103,   0.9,   0.0
01-Jan-2018 21:00, 1.217,  28.3,  29.1, 1010.5, 0.034, 0.003,   96,   4.0,   2.0
01-Jan-2018 22:00, 1.014,  28.4,  30.2, 1010.4, 0.045, 0.018,   99,   5.9,   2.5
01-Jan-2018 23:00, 0.820,  28.4,  30.6, 1010.1, 0.044, 0.016,   93,   5.7,   3.0
02-Jan-2018 00:00, 0.688,  28.6,  30.3, 1009.6, 0.029,-0.003,  296,   4.9,   0.8
02-Jan-2018 01:00, 0.666,  28.7,  32.6, 1009.1, 0.007,-0.029,  254,   3.5,   1.2
02-Jan-2018 02:00, 0.789,  28.9,  32.7, 1008.5, 0.006,-0.036,  280,   5.1,   3.0
02-Jan-2018 03:00, 1.021,  28.9,  32.2, 1008.0, 0.018,-0.030,  278,   5.9,   2.9
02-Jan-2018 04:00, 1.285,  28.7,  31.3, 1007.7, 0.028,-0.025,  281,   5.7,   1.1
02-Jan-2018 05:00, 1.505,  28.6,  28.8, 1007.7, 0.032,-0.023,  229,   4.0,   0.5
02-Jan-2018 06:00, 1.629,  28.6,  29.0, 1008.0, 0.036,-0.019,   91,   5.4,   3.0
02-Jan-2018 07:00, 1.610,  28.1,  28.3, 1008.9, 0.027,-0.024,  122,   6.0,   0.5
02-Jan-2018 08:00, 1.454,  28.3,  27.5, 1009.8, 0.023,-0.019,  138,   3.3,   0.7
02-Jan-2018 09:00, 1.193,  28.4,  27.1, 1010.5, 0.033, 0.000,  116,   2.1,   0.6
02-Jan-2018 10:00, 0.863,  28.6,  26.7, 1010.9, 0.043, 0.016,  129,   2.0,   0.4
02-Jan-2018 11:00, 0.534,  28.7,  26.4, 1011.3, 0.051, 0.028,  132,   1.7,   0.4
02-Jan-2018 12:00, 0.270,  28.7,  26.4, 1011.0, 0.050, 0.031,  155,   2.4,   0.2
02-Jan-2018 13:00, 0.124,  28.7,  25.9, 1010.4, 0.039, 0.016,  140,   1.7,   0.2
02-Jan-2018 14:00, 0.143,  28.7,  25.9, 1009.9, 0.034, 0.005,  112,   1.6,   0.4
